1.446610621503671812e+00,8.329226829468913129e-01,0.000000000000000000e+00,0.000000000000000000e+00
1.795764342888768850e+00,-9.789217519109194576e-01,0.000000000000000000e+00,0.000000000000000000e+00
1.602228005914605458e+00,9.174842999862881099e-01,0.000000000000000000e+00,0.000000000000000000e+00
1.137452923198526200e+00,5.059768179484435136e-01,0.000000000000000000e+00,0.000000000000000000e+00
1.004739839365572429e+00,9.724820128893391091e-02,0.000000000000000000e+00,0.000000000000000000e+00
2.958150942841045072e+00,2.862634638454873981e-01,0.000000000000000000e+00,0.000000000000000000e+00
1.369729818847044145e+00,7.763758746569989766e-01,0.000000000000000000e+00,0.000000000000000000e+00
1.600261155363794430e+00,-9.166290722472812957e-01,0.000000000000000000e+00,0.000000000000000000e+00
2.892601512459902047e+00,4.508464704911142595e-01,0.000000000000000000e+00,0.000000000000000000e+00
2.333662253106272289e+00,-9.426926863257432121e-01,0.000000000000000000e+00,0.000000000000000000e+00
1.848559778753328775e+00,9.884664179367750325e-01,0.000000000000000000e+00,0.000000000000000000e+00
1.095255429205901798e+00,4.259545299895315384e-01,0.000000000000000000e+00,0.000000000000000000e+00
2.768865647819642728e+00,6.394103655735345892e-01,0.000000000000000000e+00,0.000000000000000000e+00
1.826972810333746811e+00,9.849170480990765419e-01,0.000000000000000000e+00,0.000000000000000000e+00
2.809201882650598669e+00,-5.875306912108729795e-01,0.000000000000000000e+00,0.000000000000000000e+00
1.111506252454781407e+00,4.588887235191703162e-01,0.000000000000000000e+00,0.000000000000000000e+00
2.715266105220798032e+00,6.988522009139489510e-01,0.000000000000000000e+00,0.000000000000000000e+00
1.518653785160808845e+00,-8.765305593417626051e-01,0.000000000000000000e+00,0.000000000000000000e+00
2.887447635119119393e+00,-4.609085537516982578e-01,0.000000000000000000e+00,0.000000000000000000e+00
1.400569678162987053e+00,-8.004269418643873424e-01,0.000000000000000000e+00,0.000000000000000000e+00
1.820140158618712256e+00,-9.836922473305854675e-01,0.000000000000000000e+00,0.000000000000000000e+00
1.385876569114923740e+00,-7.892099921047268651e-01,0.000000000000000000e+00,0.000000000000000000e+00
1.420234024389090521e+00,-8.147830469050827418e-01,0.000000000000000000e+00,0.000000000000000000e+00
1.000000000242181830e+00,2.200826751690426543e-05,0.000000000000000000e+00,0.000000000000000000e+00
2.045766879850303255e+00,9.989521473568030441e-01,0.000000000000000000e+00,0.000000000000000000e+00
2.035689116135982690e+00,-9.993629405723590819e-01,0.000000000000000000e+00,0.000000000000000000e+00
1.758736823168264074e+00,9.704597258542254634e-01,0.000000000000000000e+00,0.000000000000000000e+00
2.875059960194849218e+00,4.840145308395079060e-01,0.000000000000000000e+00,0.000000000000000000e+00
2.182937290175583911e+00,-9.831245841007202335e-01,0.000000000000000000e+00,0.000000000000000000e+00
2.007409097663789499e+00,9.999725522592149973e-01,0.000000000000000000e+00,0.000000000000000000e+00
1.022887345832117933e+00,-2.127224977876032430e-01,0.000000000000000000e+00,0.000000000000000000e+00
2.999870657201238355e+00,-1.608318587728840149e-02,0.000000000000000000e+00,0.000000000000000000e+00
